wavelength_nm,glass_diffuse_reflectance,glass_diffuse_transmittance,glass_reflectance_percent,glass_transmittance_percent,source_R_file,source_T_file
476.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
476.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
477.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
477.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
478.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
478.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
479.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
479.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
480.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
480.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
481.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
481.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
482.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
482.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
483.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
483.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
484.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
484.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
485.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
485.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
486.0,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
486.5,0.005,0.005,0.5,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
487.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
487.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
488.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
488.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
489.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
489.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
490.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
490.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
491.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
491.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
492.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
492.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
493.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
493.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
494.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
494.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
495.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
495.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
496.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
496.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
497.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
497.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
498.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
498.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
499.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
499.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
500.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
500.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
501.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
501.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
502.0,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
502.5,0.004,0.005,0.4,0.5,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
503.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
503.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
504.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
504.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
505.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
505.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
506.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
506.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
507.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
507.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
508.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
508.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
509.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
509.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
510.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
510.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
511.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
511.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
512.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
512.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
513.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
513.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
514.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
514.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
515.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
515.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
516.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
516.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
517.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
517.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
518.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
518.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
519.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
519.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
520.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
520.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
521.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
521.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
522.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
522.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
523.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
523.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
524.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
524.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
525.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
525.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
526.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
526.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
527.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
527.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
528.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
528.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
529.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
529.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
530.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
530.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
531.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
531.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
532.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
532.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
533.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
533.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
534.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
534.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
535.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
535.5,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
536.0,0.004,0.004,0.4,0.4,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
536.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
537.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
537.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
538.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
538.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
539.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
539.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
540.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
540.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
541.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
541.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
542.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
542.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
543.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
543.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
544.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
544.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
545.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
545.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
546.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
546.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
547.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
547.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
548.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
548.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
549.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
549.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
550.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
550.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
551.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
551.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
552.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
552.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
553.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
553.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
554.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
554.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
555.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
555.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
556.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
556.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
557.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
557.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
558.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
558.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
559.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
559.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
560.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
560.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
561.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
561.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
562.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
562.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
563.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
563.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
564.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
564.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
565.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
565.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
566.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
566.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
567.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
567.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
568.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
568.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
569.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
569.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
570.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
570.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
571.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
571.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
572.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
572.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
573.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
573.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
574.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
574.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
575.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
575.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
576.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
576.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
577.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
577.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
578.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
578.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
579.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
579.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
580.0,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
580.5,0.003,0.003,0.3,0.3,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
581.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
581.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
582.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
582.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
583.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
583.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
584.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
584.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
585.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
585.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
586.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
586.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
587.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
587.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
588.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
588.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
589.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
589.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
590.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
590.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
591.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
591.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
592.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
592.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
593.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
593.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
594.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
594.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
595.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
595.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
596.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
596.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
597.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
597.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
598.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
598.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
599.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
599.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
600.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
600.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
601.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
601.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
602.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
602.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
603.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
603.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
604.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
604.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
