wavelength_nm,glass_diffuse_reflectance,glass_diffuse_transmittance,glass_reflectance_percent,glass_transmittance_percent,source_R_file,source_T_file
605.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
605.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
606.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
606.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
607.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
607.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
608.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
608.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
609.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
609.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
610.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
610.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
611.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
611.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
612.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
612.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
613.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
613.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
614.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
614.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
615.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
615.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
616.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
616.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
617.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
617.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
618.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
618.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
619.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
619.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
620.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
620.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
621.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
621.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
622.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
622.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
623.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
623.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
624.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
624.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
625.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
625.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
626.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
626.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
627.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
627.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
628.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
628.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
629.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
629.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
630.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
630.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
631.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
631.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
632.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
632.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
633.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
633.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
634.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
634.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
635.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
635.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
636.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
636.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
637.0,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
637.5,0.003,0.002,0.3,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
638.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
638.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
639.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
639.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
640.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
640.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
641.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
641.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
642.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
642.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
643.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
643.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
644.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
644.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
645.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
645.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
646.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
646.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
647.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
647.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
648.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
648.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
649.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
649.5,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
650.0,0.002,0.002,0.2,0.2,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
