ratio,wavelength_nm,n_placements,n_photons_total,mu_a_mean_per_um,mu_a_std_per_um,mu_a_expected_mean_per_um,mu_a_expected_std_per_um,mu_s_total_mean_per_um,mu_s_total_std_per_um,g_total_mean,g_total_std,mu_s_prime_total_mean_per_um,mu_s_prime_total_std_per_um,mu_s_mean_per_um,mu_s_std_per_um,g_mean,g_std,g2_mean,g2_std,mu_s_prime_mean_per_um,mu_s_prime_std_per_um,mu_s_particle_mean_per_um,mu_s_particle_std_per_um,g_particle_mean,g_particle_std,mu_s_prime_particle_mean_per_um,mu_s_prime_particle_std_per_um,mu_s_boundary_primary_mean_per_um,mu_s_boundary_primary_std_per_um,g_boundary_primary_mean,g_boundary_primary_std,mu_s_prime_boundary_primary_mean_per_um,mu_s_prime_boundary_primary_std_per_um,mu_s_boundary_mean_per_um,mu_s_boundary_std_per_um,g_boundary_mean,g_boundary_std,mu_s_prime_boundary_mean_per_um,mu_s_prime_boundary_std_per_um,mean_absorbed_fraction,mean_path_length_um,mean_reentry_count,notes
1-3,450.0,5,5000,0.0003536628,4.3288418124251215e-05,0.00040605579999999995,4.100153923939929e-06,0.4682094,0.006844099195657527,0.50026,0.00866677362113493,0.23400539999999997,0.006410176113025293,0.5108900000000001,0.006387790032554272,0.3970278,0.009436593066356105,0.1404278,0.011489903946508872,0.3080744,0.007412818782352645,0.3486902,0.007620338981961367,0.3970278,0.009436593066356105,0.2102778,0.006800503121093315,0.4570388,0.006965686807487105,0.4929672,0.00876458799373934,0.2317568,0.006447669478191333,0.4570388,0.006965686807487105,0.4929672,0.00876458799373934,0.2317568,0.006447669478191333,0.10500000000000001,435.36499999999995,2.8774,Ensemble average over StageD placements; one Geant4 run equals one placement. Primary mu_s/g/g2/mu_s_prime columns report particle encounter without threshold. Use phase_function_mean_by_ratio.csv for tabulated scattering instead of HG when possible.
