²¨³¤(nm)	LY-511-04 - RawData
428.5	14.3
429.0	14.4
429.5	14.4
430.0	14.4
430.5	14.4
431.0	14.5
431.5	14.5
432.0	14.5
432.5	14.5
433.0	14.6
433.5	14.6
434.0	14.6
434.5	14.6
435.0	14.7
435.5	14.7
436.0	14.7
436.5	14.7
437.0	14.7
437.5	14.8
438.0	14.8
438.5	14.8
439.0	14.8
439.5	14.9
440.0	14.9
440.5	14.9
441.0	14.9
441.5	14.9
442.0	15.0
442.5	15.0
443.0	15.0
443.5	15.0
444.0	15.0
444.5	15.1
445.0	15.1
445.5	15.1
446.0	15.2
446.5	15.2
447.0	15.2
447.5	15.2
448.0	15.2
448.5	15.3
449.0	15.3
449.5	15.3
450.0	15.3
450.5	15.3
451.0	15.4
451.5	15.4
452.0	15.4
452.5	15.4
453.0	15.4
453.5	15.4
454.0	15.5
454.5	15.5
455.0	15.5
455.5	15.5
456.0	15.5
456.5	15.6
457.0	15.6
457.5	15.6
458.0	15.6
458.5	15.7
459.0	15.7
459.5	15.7
460.0	15.7
460.5	15.7
461.0	15.7
461.5	15.7
462.0	15.8
462.5	15.8
463.0	15.8
463.5	15.8
464.0	15.9
464.5	15.9
465.0	15.9
465.5	15.9
466.0	15.9
466.5	15.9
467.0	15.9
467.5	16.0
468.0	16.0
468.5	16.0
469.0	16.0
469.5	16.1
470.0	16.1
470.5	16.1
471.0	16.1
471.5	16.1
472.0	16.1
472.5	16.2
473.0	16.2
473.5	16.2
474.0	16.2
474.5	16.2
475.0	16.2
475.5	16.3
476.0	16.3
476.5	16.3
477.0	16.3
477.5	16.3
478.0	16.4
478.5	16.4
479.0	16.4
479.5	16.4
480.0	16.5
480.5	16.5
481.0	16.5
481.5	16.5
482.0	16.5
482.5	16.5
483.0	16.5
483.5	16.6
484.0	16.6
484.5	16.6
485.0	16.6
485.5	16.6
486.0	16.7
486.5	16.7
487.0	16.7
487.5	16.7
488.0	16.7
488.5	16.7
489.0	16.7
489.5	16.8
490.0	16.8
490.5	16.8
491.0	16.8
491.5	16.8
492.0	16.8
492.5	16.9
493.0	16.9
493.5	16.9
494.0	16.9
494.5	16.9
495.0	17.0
495.5	17.0
496.0	17.0
496.5	17.0
497.0	17.0
497.5	17.0
498.0	17.1
498.5	17.1
499.0	17.1
499.5	17.1
500.0	17.1
500.5	17.2
501.0	17.2
501.5	17.2
502.0	17.2
502.5	17.2
503.0	17.2
503.5	17.2
504.0	17.3
504.5	17.3
505.0	17.3
505.5	17.3
506.0	17.3
506.5	17.3
507.0	17.4
507.5	17.4
508.0	17.4
508.5	17.4
509.0	17.4
509.5	17.4
510.0	17.5
510.5	17.5
511.0	17.5
511.5	17.5
512.0	17.5
512.5	17.5
513.0	17.5
513.5	17.6
514.0	17.6
514.5	17.6
515.0	17.6
515.5	17.7
516.0	17.7
516.5	17.7
517.0	17.7
517.5	17.7
518.0	17.7
518.5	17.7
519.0	17.8
519.5	17.8
520.0	17.8
520.5	17.8
521.0	17.8
521.5	17.8
522.0	17.8
522.5	17.9
523.0	17.9
523.5	17.9
524.0	17.9
524.5	17.9
525.0	17.9
525.5	17.9
526.0	18.0
526.5	18.0
527.0	18.0
527.5	18.0
528.0	18.1
528.5	18.1
529.0	18.1
529.5	18.1
530.0	18.1
530.5	18.1
531.0	18.1
531.5	18.1
532.0	18.1
532.5	18.2
533.0	18.2
533.5	18.2
534.0	18.2
534.5	18.2
535.0	18.2
535.5	18.3
536.0	18.3
536.5	18.3
537.0	18.3
537.5	18.3
538.0	18.3
538.5	18.3
539.0	18.4
539.5	18.4
540.0	18.4
540.5	18.4
541.0	18.4
541.5	18.4
542.0	18.4
542.5	18.4
543.0	18.5
543.5	18.5
544.0	18.5
544.5	18.5
545.0	18.5
545.5	18.5
546.0	18.6
546.5	18.6
547.0	18.6
547.5	18.6
548.0	18.6
548.5	18.6
549.0	18.6
549.5	18.7
550.0	18.7
550.5	18.7
551.0	18.7
551.5	18.7
552.0	18.7
552.5	18.7
553.0	18.8
553.5	18.8
554.0	18.8
554.5	18.8
555.0	18.8
555.5	18.8
556.0	18.8
556.5	18.9
557.0	18.9
557.5	18.9
558.0	18.9
558.5	18.9
559.0	18.9
559.5	19.0
560.0	19.0
560.5	19.0
561.0	19.0
561.5	19.0
562.0	19.0
562.5	19.0
563.0	19.0
563.5	19.1
564.0	19.1
564.5	19.1
565.0	19.1
565.5	19.1
566.0	19.1
566.5	19.1
567.0	19.1
567.5	19.2
568.0	19.2
568.5	19.2
569.0	19.2
569.5	19.2
570.0	19.2
570.5	19.2
571.0	19.3
571.5	19.3
572.0	19.3
572.5	19.3
573.0	19.3
573.5	19.4
574.0	19.4
574.5	19.4
575.0	19.4
575.5	19.4
576.0	19.4
576.5	19.5
577.0	19.5
577.5	19.5
578.0	19.5
578.5	19.5
579.0	19.5
579.5	19.5
580.0	19.5
580.5	19.5
581.0	19.6
581.5	19.6
582.0	19.6
582.5	19.6
583.0	19.6
583.5	19.6
584.0	19.6
584.5	19.6
585.0	19.7
585.5	19.7
586.0	19.7
586.5	19.7
587.0	19.7
587.5	19.7
588.0	19.7
588.5	19.7
589.0	19.7
589.5	19.8
590.0	19.8
590.5	19.8
591.0	19.8
591.5	19.8
592.0	19.8
592.5	19.8
593.0	19.8
593.5	19.9
594.0	19.9
594.5	19.9
595.0	19.9
595.5	19.9
596.0	19.9
596.5	19.9
597.0	19.9
597.5	19.9
598.0	20.0
598.5	20.0
599.0	20.0
599.5	20.0
600.0	20.0
600.5	20.0
601.0	20.0
601.5	20.0
602.0	20.0
602.5	20.1
603.0	20.1
603.5	20.1
604.0	20.1
604.5	20.1
605.0	20.1
605.5	20.2
606.0	20.2
606.5	20.2
607.0	20.2
607.5	20.2
608.0	20.2
608.5	20.2
609.0	20.2
609.5	20.2
610.0	20.3
610.5	20.3
611.0	20.3
611.5	20.3
612.0	20.3
612.5	20.3
613.0	20.3
613.5	20.3
614.0	20.3
614.5	20.4
615.0	20.4
615.5	20.4
616.0	20.4
616.5	20.4
617.0	20.4
617.5	20.4
618.0	20.4
618.5	20.4
619.0	20.5
619.5	20.5
620.0	20.5
620.5	20.5
621.0	20.5
621.5	20.5
622.0	20.5
622.5	20.6
623.0	20.6
623.5	20.6
624.0	20.6
624.5	20.6
625.0	20.6
625.5	20.6
626.0	20.6
626.5	20.7
627.0	20.7
627.5	20.7
628.0	20.7
628.5	20.7
629.0	20.7
629.5	20.7
630.0	20.7
630.5	20.7
631.0	20.7
631.5	20.8
632.0	20.8
632.5	20.8
633.0	20.8
633.5	20.8
634.0	20.8
634.5	20.8
635.0	20.8
635.5	20.9
636.0	20.9
636.5	20.9
637.0	20.9
637.5	20.9
638.0	20.9
638.5	21.0
639.0	21.0
639.5	21.0
640.0	21.0
640.5	21.0
641.0	21.0
641.5	21.0
642.0	21.0
642.5	21.0
643.0	21.0
643.5	21.1
644.0	21.1
644.5	21.1
645.0	21.1
645.5	21.1
646.0	21.1
646.5	21.1
647.0	21.1
647.5	21.1
648.0	21.2
648.5	21.2
649.0	21.2
649.5	21.2
650.0	21.2
