测定参数
[测定]
开始(nm):,650 nm
结束(nm):,350 nm
数据间隔(nm):,0.5
扫描速度:,中速
光度值类型:,反射率
[附件]
附件:,无
[高级设置]
狭缝宽度:,5.0
检测器单元:,外置(双检测器)
光源转换波长:,323
检测器转换波长:,830
S/R切换:,标准
阶梯校正:,ON
[重复]
重复测定:,OFF
[后处理]
光谱转换:,OFF
数据处理表:,OFF
打印:,OFF

波长(nm),反射率
350.0,36.5
350.5,36.8
351.0,37.2
351.5,37.7
352.0,38.1
352.5,38.5
353.0,38.9
353.5,39.3
354.0,39.7
354.5,40.0
355.0,40.4
355.5,40.8
356.0,41.1
356.5,41.4
357.0,41.7
357.5,42.0
358.0,42.3
358.5,42.6
359.0,42.9
359.5,43.2
360.0,43.6
360.5,43.9
361.0,44.2
361.5,44.5
362.0,44.8
362.5,45.1
363.0,45.4
363.5,45.7
364.0,46.0
364.5,46.4
365.0,46.7
365.5,47.0
366.0,47.4
366.5,47.7
367.0,48.0
367.5,48.4
368.0,48.8
368.5,49.1
369.0,49.4
369.5,49.8
370.0,50.1
370.5,50.5
371.0,50.8
371.5,51.0
372.0,51.3
372.5,51.5
373.0,51.7
373.5,52.0
374.0,52.3
374.5,52.7
375.0,53.1
375.5,53.5
376.0,53.9
376.5,54.3
377.0,54.7
377.5,55.2
378.0,55.6
378.5,56.1
379.0,56.5
379.5,57.0
380.0,57.4
380.5,57.8
381.0,58.3
381.5,58.7
382.0,59.2
382.5,59.6
383.0,60.0
383.5,60.5
384.0,60.9
384.5,61.4
385.0,61.8
385.5,62.3
386.0,62.8
386.5,63.2
387.0,63.7
387.5,64.2
388.0,64.7
388.5,65.1
389.0,65.5
389.5,65.9
390.0,66.4
390.5,66.8
391.0,67.2
391.5,67.7
392.0,68.1
392.5,68.5
393.0,68.9
393.5,69.4
394.0,69.8
394.5,70.3
395.0,70.7
395.5,71.1
396.0,71.4
396.5,71.7
397.0,72.0
397.5,72.4
398.0,72.7
398.5,73.0
399.0,73.3
399.5,73.7
400.0,74.0
400.5,74.3
401.0,74.5
401.5,74.8
402.0,75.1
402.5,75.4
403.0,75.6
403.5,75.9
404.0,76.2
404.5,76.4
405.0,76.6
405.5,76.7
406.0,76.9
406.5,77.1
407.0,77.3
407.5,77.5
408.0,77.6
408.5,77.8
409.0,78.0
409.5,78.0
410.0,78.2
410.5,78.3
411.0,78.5
411.5,78.6
412.0,78.7
412.5,78.8
413.0,78.8
413.5,78.9
414.0,78.9
414.5,79.0
415.0,79.0
415.5,79.2
416.0,79.3
416.5,79.3
417.0,79.4
417.5,79.5
418.0,79.6
418.5,79.6
419.0,79.7
419.5,79.7
420.0,79.7
420.5,79.8
421.0,79.8
421.5,79.8
422.0,79.8
422.5,79.8
423.0,79.9
423.5,79.8
424.0,79.8
424.5,79.8
425.0,79.8
425.5,79.8
426.0,79.9
426.5,79.9
427.0,79.9
427.5,79.9
428.0,80.0
428.5,79.9
429.0,79.9
429.5,79.9
430.0,79.9
430.5,79.9
431.0,79.9
431.5,79.8
432.0,79.8
432.5,79.8
433.0,79.8
433.5,79.8
434.0,79.8
434.5,79.8
435.0,79.8
435.5,79.8
436.0,79.7
436.5,79.7
437.0,79.7
437.5,79.7
438.0,79.6
438.5,79.6
439.0,79.6
439.5,79.6
440.0,79.5
440.5,79.5
441.0,79.5
441.5,79.4
442.0,79.4
442.5,79.5
443.0,79.4
443.5,79.4
444.0,79.4
444.5,79.4
445.0,79.3
445.5,79.3
446.0,79.3
446.5,79.3
447.0,79.2
447.5,79.2
448.0,79.1
448.5,79.0
449.0,79.0
449.5,79.0
450.0,79.0
450.5,79.0
451.0,79.0
451.5,78.9
452.0,79.0
452.5,78.9
453.0,78.9
453.5,78.9
454.0,78.9
454.5,78.9
455.0,78.9
455.5,78.9
456.0,78.9
456.5,78.8
457.0,78.8
457.5,78.8
458.0,78.7
458.5,78.7
459.0,78.6
459.5,78.6
460.0,78.6
460.5,78.6
461.0,78.5
461.5,78.5
462.0,78.4
462.5,78.4
463.0,78.4
463.5,78.4
464.0,78.3
464.5,78.3
465.0,78.3
465.5,78.3
466.0,78.3
466.5,78.3
467.0,78.2
467.5,78.2
468.0,78.2
468.5,78.2
469.0,78.2
469.5,78.2
470.0,78.1
470.5,78.1
471.0,78.0
471.5,78.0
472.0,78.0
472.5,78.0
473.0,78.0
473.5,77.9
474.0,77.9
474.5,77.9
475.0,77.9
475.5,77.9
476.0,77.9
476.5,77.9
477.0,77.9
477.5,77.8
478.0,77.8
478.5,77.7
479.0,77.7
479.5,77.7
480.0,77.7
480.5,77.6
481.0,77.6
481.5,77.6
482.0,77.6
482.5,77.6
483.0,77.5
483.5,77.5
484.0,77.5
484.5,77.5
485.0,77.4
485.5,77.4
486.0,77.4
486.5,77.4
487.0,77.4
487.5,77.4
488.0,77.4
488.5,77.4
489.0,77.3
489.5,77.3
490.0,77.2
490.5,77.2
491.0,77.1
491.5,77.1
492.0,77.1
492.5,77.1
493.0,77.1
493.5,77.1
494.0,77.0
494.5,77.0
495.0,77.0
495.5,76.9
496.0,76.9
496.5,76.9
497.0,76.9
497.5,76.8
498.0,76.9
498.5,76.9
499.0,76.9
499.5,76.9
500.0,76.9
500.5,76.8
501.0,76.8
501.5,76.7
502.0,76.6
502.5,76.6
503.0,76.6
503.5,76.5
504.0,76.5
504.5,76.5
505.0,76.5
505.5,76.5
506.0,76.5
506.5,76.5
507.0,76.5
507.5,76.5
508.0,76.4
508.5,76.4
509.0,76.4
509.5,76.4
510.0,76.3
510.5,76.3
511.0,76.3
511.5,76.3
512.0,76.3
512.5,76.3
513.0,76.3
513.5,76.3
514.0,76.2
514.5,76.2
515.0,76.1
515.5,76.1
516.0,76.1
516.5,76.1
517.0,76.1
517.5,76.1
518.0,76.1
518.5,76.1
519.0,76.0
519.5,76.0
520.0,75.9
520.5,75.9
521.0,75.9
521.5,75.9
522.0,75.9
522.5,75.9
523.0,75.8
523.5,75.8
524.0,75.7
524.5,75.7
525.0,75.7
525.5,75.6
526.0,75.6
526.5,75.6
527.0,75.6
527.5,75.6
528.0,75.5
528.5,75.5
529.0,75.5
529.5,75.4
530.0,75.4
530.5,75.4
531.0,75.4
531.5,75.4
532.0,75.4
532.5,75.4
533.0,75.4
533.5,75.3
534.0,75.3
534.5,75.3
535.0,75.3
535.5,75.2
536.0,75.2
536.5,75.2
537.0,75.2
537.5,75.2
538.0,75.1
538.5,75.1
539.0,75.1
539.5,75.0
540.0,75.0
540.5,75.0
541.0,74.9
541.5,74.9
542.0,74.9
542.5,74.9
543.0,74.9
543.5,74.8
544.0,74.8
544.5,74.8
545.0,74.7
545.5,74.7
546.0,74.7
546.5,74.7
547.0,74.7
547.5,74.7
548.0,74.6
548.5,74.6
549.0,74.6
549.5,74.5
550.0,74.5
550.5,74.5
551.0,74.5
551.5,74.5
552.0,74.5
552.5,74.5
553.0,74.5
553.5,74.4
554.0,74.4
554.5,74.4
555.0,74.4
555.5,74.4
556.0,74.4
556.5,74.3
557.0,74.3
557.5,74.3
558.0,74.4
558.5,74.4
559.0,74.4
559.5,74.4
560.0,74.3
560.5,74.3
561.0,74.2
561.5,74.2
562.0,74.2
562.5,74.1
563.0,74.1
563.5,74.1
564.0,74.1
564.5,74.0
