²¨³¤(nm)	ly-511-02 - RawData
463.0	6.0
463.5	6.1
464.0	6.1
464.5	6.1
465.0	6.1
465.5	6.1
466.0	6.1
466.5	6.1
467.0	6.1
467.5	6.2
468.0	6.2
468.5	6.2
469.0	6.2
469.5	6.2
470.0	6.2
470.5	6.2
471.0	6.3
471.5	6.3
472.0	6.3
472.5	6.3
473.0	6.3
473.5	6.3
474.0	6.3
474.5	6.3
475.0	6.3
475.5	6.3
476.0	6.4
476.5	6.4
477.0	6.4
477.5	6.4
478.0	6.4
478.5	6.4
479.0	6.4
479.5	6.5
480.0	6.5
480.5	6.5
481.0	6.5
481.5	6.5
482.0	6.5
482.5	6.5
483.0	6.5
483.5	6.5
484.0	6.6
484.5	6.6
485.0	6.6
485.5	6.6
486.0	6.6
486.5	6.6
487.0	6.6
487.5	6.6
488.0	6.6
488.5	6.7
489.0	6.7
489.5	6.7
490.0	6.7
490.5	6.7
491.0	6.7
491.5	6.7
492.0	6.7
492.5	6.7
493.0	6.8
493.5	6.8
494.0	6.8
494.5	6.8
495.0	6.8
495.5	6.8
496.0	6.8
496.5	6.8
497.0	6.8
497.5	6.8
498.0	6.9
498.5	6.9
499.0	6.9
499.5	6.9
500.0	6.9
500.5	6.9
501.0	6.9
501.5	6.9
502.0	6.9
502.5	7.0
503.0	7.0
503.5	7.0
504.0	7.0
504.5	7.0
505.0	7.0
505.5	7.0
506.0	7.0
506.5	7.0
507.0	7.0
507.5	7.1
508.0	7.1
508.5	7.1
509.0	7.1
509.5	7.1
510.0	7.1
510.5	7.1
511.0	7.1
511.5	7.1
512.0	7.1
512.5	7.2
513.0	7.2
513.5	7.2
514.0	7.2
514.5	7.2
515.0	7.2
515.5	7.2
516.0	7.2
516.5	7.2
517.0	7.2
517.5	7.3
518.0	7.3
518.5	7.3
519.0	7.3
519.5	7.3
520.0	7.3
520.5	7.3
521.0	7.3
521.5	7.3
522.0	7.3
522.5	7.4
523.0	7.4
523.5	7.4
524.0	7.4
524.5	7.4
525.0	7.4
525.5	7.4
526.0	7.4
526.5	7.4
527.0	7.4
527.5	7.4
528.0	7.5
528.5	7.5
529.0	7.5
529.5	7.5
530.0	7.5
530.5	7.5
531.0	7.5
531.5	7.5
532.0	7.5
532.5	7.5
533.0	7.5
533.5	7.6
534.0	7.6
534.5	7.6
535.0	7.6
535.5	7.6
536.0	7.6
536.5	7.6
537.0	7.6
537.5	7.7
538.0	7.7
538.5	7.7
539.0	7.7
539.5	7.7
540.0	7.7
540.5	7.7
541.0	7.7
541.5	7.7
542.0	7.7
542.5	7.7
543.0	7.8
543.5	7.8
544.0	7.8
544.5	7.8
545.0	7.8
545.5	7.8
546.0	7.8
546.5	7.8
547.0	7.8
547.5	7.8
548.0	7.8
548.5	7.8
549.0	7.9
549.5	7.9
550.0	7.9
550.5	7.9
551.0	7.9
551.5	7.9
552.0	7.9
552.5	7.9
553.0	7.9
553.5	7.9
554.0	7.9
554.5	8.0
555.0	8.0
555.5	8.0
556.0	8.0
556.5	8.0
557.0	8.0
557.5	8.0
558.0	8.0
558.5	8.0
559.0	8.0
559.5	8.0
560.0	8.1
560.5	8.1
561.0	8.1
561.5	8.1
562.0	8.1
562.5	8.1
563.0	8.1
563.5	8.1
564.0	8.1
564.5	8.1
565.0	8.1
565.5	8.1
566.0	8.1
566.5	8.1
567.0	8.2
567.5	8.2
568.0	8.2
568.5	8.2
569.0	8.2
569.5	8.2
570.0	8.2
570.5	8.2
571.0	8.2
571.5	8.2
572.0	8.3
572.5	8.3
573.0	8.3
573.5	8.3
574.0	8.3
574.5	8.3
575.0	8.3
575.5	8.3
576.0	8.3
576.5	8.3
577.0	8.3
577.5	8.3
578.0	8.3
578.5	8.3
579.0	8.3
579.5	8.4
580.0	8.4
580.5	8.4
581.0	8.4
581.5	8.4
582.0	8.4
582.5	8.4
583.0	8.4
583.5	8.4
584.0	8.4
584.5	8.4
585.0	8.5
585.5	8.5
586.0	8.5
586.5	8.5
587.0	8.5
587.5	8.5
588.0	8.5
588.5	8.5
589.0	8.5
589.5	8.5
590.0	8.5
590.5	8.5
591.0	8.5
591.5	8.5
592.0	8.6
592.5	8.6
593.0	8.6
593.5	8.6
594.0	8.6
594.5	8.6
595.0	8.6
595.5	8.6
596.0	8.6
596.5	8.6
597.0	8.6
597.5	8.6
598.0	8.7
598.5	8.7
599.0	8.7
599.5	8.7
600.0	8.7
600.5	8.7
601.0	8.7
601.5	8.7
602.0	8.7
602.5	8.7
603.0	8.7
603.5	8.7
604.0	8.7
604.5	8.7
605.0	8.8
605.5	8.8
606.0	8.8
606.5	8.8
607.0	8.8
607.5	8.8
608.0	8.8
608.5	8.8
609.0	8.8
609.5	8.8
610.0	8.8
610.5	8.8
611.0	8.8
611.5	8.8
612.0	8.8
612.5	8.9
613.0	8.9
613.5	8.9
614.0	8.9
614.5	8.9
615.0	8.9
615.5	8.9
616.0	8.9
616.5	8.9
617.0	8.9
617.5	8.9
618.0	8.9
618.5	8.9
619.0	8.9
619.5	9.0
620.0	9.0
620.5	9.0
621.0	9.0
621.5	9.0
622.0	9.0
622.5	9.0
623.0	9.0
623.5	9.0
624.0	9.0
624.5	9.0
625.0	9.0
625.5	9.0
626.0	9.0
626.5	9.1
627.0	9.1
627.5	9.1
628.0	9.1
628.5	9.1
629.0	9.1
629.5	9.1
630.0	9.1
630.5	9.1
631.0	9.1
631.5	9.1
632.0	9.1
632.5	9.1
633.0	9.1
633.5	9.1
634.0	9.2
634.5	9.2
635.0	9.2
635.5	9.2
636.0	9.2
636.5	9.2
637.0	9.2
637.5	9.2
638.0	9.2
638.5	9.2
639.0	9.2
639.5	9.2
640.0	9.2
640.5	9.2
641.0	9.2
641.5	9.3
642.0	9.3
642.5	9.3
643.0	9.3
643.5	9.3
644.0	9.3
644.5	9.3
645.0	9.3
645.5	9.3
646.0	9.3
646.5	9.3
647.0	9.3
647.5	9.3
648.0	9.3
648.5	9.3
649.0	9.4
649.5	9.4
650.0	9.4
