sample_id,ratio_tag,thickness_um,wavelength_nm,MR,MT,MR_corrected_percent,MT_corrected_percent,MR_raw_percent,MT_raw_percent,glass_R_percent,glass_T_percent,valid_iad_input,correction_method,source_R_file,source_T_file,glass_R_file,glass_T_file
X-X-30,X-X,30,577.0,0.733,0.123,73.3,12.3,73.6,12.6,0.3,0.3,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,577.5,0.733,0.123,73.3,12.3,73.6,12.6,0.3,0.3,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,578.0,0.733,0.123,73.3,12.3,73.6,12.6,0.3,0.3,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,578.5,0.733,0.123,73.3,12.3,73.6,12.6,0.3,0.3,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,579.0,0.733,0.123,73.3,12.3,73.6,12.6,0.3,0.3,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,579.5,0.733,0.123,73.3,12.3,73.6,12.6,0.3,0.3,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,580.0,0.733,0.123,73.3,12.3,73.6,12.6,0.3,0.3,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,580.5,0.732,0.123,73.2,12.3,73.5,12.6,0.3,0.3,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,581.0,0.732,0.125,73.2,12.5,73.5,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,581.5,0.732,0.125,73.2,12.5,73.5,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,582.0,0.732,0.125,73.2,12.5,73.5,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,582.5,0.731,0.125,73.1,12.5,73.4,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,583.0,0.731,0.125,73.1,12.5,73.4,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,583.5,0.731,0.125,73.1,12.5,73.4,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,584.0,0.731,0.125,73.1,12.5,73.4,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,584.5,0.73,0.125,73,12.5,73.3,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,585.0,0.73,0.125,73,12.5,73.3,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,585.5,0.73,0.125,73,12.5,73.3,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,586.0,0.73,0.125,73,12.5,73.3,12.7,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,586.5,0.73,0.126,73,12.6,73.3,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,587.0,0.73,0.126,73,12.6,73.3,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,587.5,0.73,0.126,73,12.6,73.3,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,588.0,0.729,0.126,72.9,12.6,73.2,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,588.5,0.729,0.126,72.9,12.6,73.2,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,589.0,0.729,0.126,72.9,12.6,73.2,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,589.5,0.729,0.126,72.9,12.6,73.2,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,590.0,0.729,0.126,72.9,12.6,73.2,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,590.5,0.729,0.126,72.9,12.6,73.2,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,591.0,0.729,0.126,72.9,12.6,73.2,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,591.5,0.728,0.126,72.8,12.6,73.1,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,592.0,0.728,0.126,72.8,12.6,73.1,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,592.5,0.728,0.126,72.8,12.6,73.1,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,593.0,0.728,0.126,72.8,12.6,73.1,12.8,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,593.5,0.728,0.127,72.8,12.7,73.1,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,594.0,0.727,0.127,72.7,12.7,73,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,594.5,0.727,0.127,72.7,12.7,73,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,595.0,0.727,0.127,72.7,12.7,73,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,595.5,0.727,0.127,72.7,12.7,73,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,596.0,0.726,0.127,72.6,12.7,72.9,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,596.5,0.726,0.127,72.6,12.7,72.9,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,597.0,0.725,0.127,72.5,12.7,72.8,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,597.5,0.725,0.127,72.5,12.7,72.8,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,598.0,0.725,0.127,72.5,12.7,72.8,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,598.5,0.725,0.127,72.5,12.7,72.8,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,599.0,0.725,0.127,72.5,12.7,72.8,12.9,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,599.5,0.725,0.128,72.5,12.8,72.8,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,600.0,0.725,0.128,72.5,12.8,72.8,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,600.5,0.724,0.128,72.4,12.8,72.7,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,601.0,0.724,0.128,72.4,12.8,72.7,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,601.5,0.724,0.128,72.4,12.8,72.7,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,602.0,0.724,0.128,72.4,12.8,72.7,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,602.5,0.724,0.128,72.4,12.8,72.7,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,603.0,0.724,0.128,72.4,12.8,72.7,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,603.5,0.724,0.128,72.4,12.8,72.7,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,604.0,0.724,0.128,72.4,12.8,72.7,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,604.5,0.723,0.128,72.3,12.8,72.6,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,605.0,0.723,0.128,72.3,12.8,72.6,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,605.5,0.723,0.128,72.3,12.8,72.6,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,606.0,0.723,0.128,72.3,12.8,72.6,13,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,606.5,0.722,0.129,72.2,12.9,72.5,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,607.0,0.722,0.129,72.2,12.9,72.5,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,607.5,0.721,0.129,72.1,12.9,72.4,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,608.0,0.721,0.129,72.1,12.9,72.4,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,608.5,0.721,0.129,72.1,12.9,72.4,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,609.0,0.721,0.129,72.1,12.9,72.4,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,609.5,0.721,0.129,72.1,12.9,72.4,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,610.0,0.721,0.129,72.1,12.9,72.4,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,610.5,0.72,0.129,72,12.9,72.3,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,611.0,0.72,0.129,72,12.9,72.3,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,611.5,0.72,0.129,72,12.9,72.3,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,612.0,0.72,0.129,72,12.9,72.3,13.1,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,612.5,0.72,0.13,72,13,72.3,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,613.0,0.72,0.13,72,13,72.3,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,613.5,0.72,0.13,72,13,72.3,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,614.0,0.72,0.13,72,13,72.3,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,614.5,0.72,0.13,72,13,72.3,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,615.0,0.72,0.13,72,13,72.3,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,615.5,0.72,0.13,72,13,72.3,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,616.0,0.719,0.13,71.9,13,72.2,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,616.5,0.719,0.13,71.9,13,72.2,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,617.0,0.719,0.13,71.9,13,72.2,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,617.5,0.719,0.13,71.9,13,72.2,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,618.0,0.718,0.13,71.8,13,72.1,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,618.5,0.718,0.13,71.8,13,72.1,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,619.0,0.718,0.13,71.8,13,72.1,13.2,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,619.5,0.718,0.131,71.8,13.1,72.1,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,620.0,0.718,0.131,71.8,13.1,72.1,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,620.5,0.718,0.131,71.8,13.1,72.1,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,621.0,0.718,0.131,71.8,13.1,72.1,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,621.5,0.718,0.131,71.8,13.1,72.1,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,622.0,0.718,0.131,71.8,13.1,72.1,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,622.5,0.718,0.131,71.8,13.1,72.1,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,623.0,0.718,0.131,71.8,13.1,72.1,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,623.5,0.717,0.131,71.7,13.1,72,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,624.0,0.716,0.131,71.6,13.1,71.9,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,624.5,0.716,0.131,71.6,13.1,71.9,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,625.0,0.715,0.131,71.5,13.1,71.8,13.3,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,625.5,0.715,0.132,71.5,13.2,71.8,13.4,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,626.0,0.715,0.132,71.5,13.2,71.8,13.4,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,626.5,0.715,0.132,71.5,13.2,71.8,13.4,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
X-X-30,X-X,30,627.0,0.715,0.132,71.5,13.2,71.8,13.4,0.3,0.2,1,sample_minus_glass_same_wavelength,inputs/511/X-X-30-R-D.txt,inputs/511/X-X-30-T-D.txt,inputs/511/Glass-R-D.txt,inputs/511/Glass-T-D.txt
