ratio,wavelength_nm,n_placements,n_photons_total,mu_a_mean_per_um,mu_a_std_per_um,mu_a_expected_mean_per_um,mu_a_expected_std_per_um,mu_s_total_mean_per_um,mu_s_total_std_per_um,g_total_mean,g_total_std,mu_s_prime_total_mean_per_um,mu_s_prime_total_std_per_um,mu_s_mean_per_um,mu_s_std_per_um,g_mean,g_std,g2_mean,g2_std,mu_s_prime_mean_per_um,mu_s_prime_std_per_um,mu_s_particle_mean_per_um,mu_s_particle_std_per_um,g_particle_mean,g_particle_std,mu_s_prime_particle_mean_per_um,mu_s_prime_particle_std_per_um,mu_s_boundary_primary_mean_per_um,mu_s_boundary_primary_std_per_um,g_boundary_primary_mean,g_boundary_primary_std,mu_s_prime_boundary_primary_mean_per_um,mu_s_prime_boundary_primary_std_per_um,mu_s_boundary_mean_per_um,mu_s_boundary_std_per_um,g_boundary_mean,g_boundary_std,mu_s_prime_boundary_mean_per_um,mu_s_prime_boundary_std_per_um,mean_absorbed_fraction,mean_path_length_um,mean_reentry_count,notes
1-1,450.0,5,5000,0.0002679214,2.5343600490064548e-05,0.0003173914,5.9579276011042806e-06,0.3938168,0.005472617033924466,0.49941399999999997,0.012717411037628686,0.1971652,0.006742652386116314,0.44711920000000005,0.0075211183144529795,0.39276459999999996,0.015176973472995193,0.1234532,0.013755005387130901,0.2715246,0.00887321082247007,0.2934284,0.006554436688228805,0.39276459999999996,0.015176973472995193,0.1782124,0.007051419949201719,0.3817828,0.005644148890665444,0.48991660000000004,0.013035395134018779,0.1947678,0.0067912573725341895,0.3817828,0.005644148890665444,0.48991660000000004,0.013035395134018779,0.1947678,0.0067912573725341895,0.0912,519.2148,3.7236,Ensemble average over StageD placements; one Geant4 run equals one placement. Primary mu_s/g/g2/mu_s_prime columns report particle encounter without threshold. Use phase_function_mean_by_ratio.csv for tabulated scattering instead of HG when possible.
